label,level1,level2_fkg,level2_cefr,level3_fkg,level3_cefr,level4_fkg,level4_cefr
B1, You will also receive a book from us via mail on your return order. You don't have to buy any new books and we will send them to you once you join.," All you need is to be a member of us. So, you are free to send us your first order through the post. The International Book Club"," The cost is a total of $20 and we will send you a coupon to use on the next purchase. You will probably save $25 by buying the next order from us. The cost is a total of $40 and you will receive four coupons. How many members are you? Four. If you're interested, send us your first order from our book list for the next week. To join, you just need to send us an email asking what the price of the book is or how many pieces the book has and we'll let you know when we receive our book list.  The International Book Club", You must have your own address that you will use to write. Ordering Your order of at least five books and up will include your name and address to write. Send your order to our headquarters . We will send you a reply and provide you with the address to write. Readers: There are no stories to be published.," The deadline is 7th December 2017. You may send it to us by mail. We are still accepting applications for our International Book Club! There are many books in our online book list, which is updated regularly. You can purchase a book on our website, using credit card or bank transfer to the following credit card: Hello Bank"," Send in your first order to:
Kenneth's house
The total number of words and sentences in this writing is  _
1,200"," Here is our contact information and our book club homepage.
I have a few problems with this text. It is not clear if the students are speaking from the present or from a past situation."
B1," However, this is the first film in my career, and the only one to be based on a book.' Caroline Benson, 22, who played Anna in The Hands of You, talks about her first TV role at the BBC3 anthology, The Invisible Family, and how it was to spend the film with her family in Northumberland", I never thought my first week would be anything but like school. But it's been a very different experience.' The Finnegans is a young people’s book set in the 1920s. It won the Caldecott Medal for young readers. Caroline is interested in this book as it is set in the 1920s. 'It’s one of those books that has such a strong sense of place and at the same time you have the magic of those years - I feel transported through a time that is so rich and important to our culture. I love the book and it is something I would treasure and pass down to the next generation.' Caroline went to her first university filming session on a Friday afternoon. She is now a student at Edinburgh University. What is a new novel for you about? Her first university filming session.,"' Caroline Benson, The Last Tango in Paris is a love story set in a Parisian hotel that is a film directed by Cary Fukunaga and starring Naomi Watts. Watch it while studying!",' A student at Nottingham Trent University said she 'couldn't wait for me to arrive on the set and make my very first TV appearance'.,"'  Caroline Benson, on her first TV role, 'I never expected to spend some of my first year at university filming The Finnegans'
Caroline's grandmother used to say she was just like Polly Finnegan and she always imagined herself playing her"," She always spoke highly of you to me, I always thought you were wonderful. She was so proud of you. The Finnegan girls were always so kind and generous with me. I'd love to read this book one day."," When I arrived at school, I didn’t expect to find the library next door.' Caroline Benson talks about her first TV role at university 'I never expected to spend some of my first year at university filming The Finnegans. I’d only ever acted at school but I’d loved the book since I was eleven. My grandmother used to say I was just like Polly Finnegan and I always imagined myself playing her. When I arrived at school, I didn’t expect to find the library next door.' She thinks the film is a moving story of love, courage, heartache, faith and the power of family."
B1," My parents were the first to try and teach me about the topic. When I went to primary school, we used plastic bags in the supermarket, and my parents taught me about what to do with them after I picked them up and put them in the bin. My mother once asked me if my mum could borrow a pair of clothes to make me look better in them. She was so embarrassed that I was out when I arrived home, and she told me that she was ashamed of me. I didn't believe her. You don't really think that your mum would ask someone to borrow a couple of clothing, because the clothes didn't fit. Instead, it's because she wants to dress you better. In my high school years, I could fit into whatever I wore because I used to weigh a ton. And I never wore a pair of clothes that were just not good for me. Instead, I went with the trend. I went to university and started to diet, and went on to live by the clean eating diet. I spent all my money on that. I lost 90kg in a year, and I got into shape and got rid of the extra fat around my midsection. But what I didn't do is give up drinking wine. In high school, I started to drink it, and then I made it a lifestyle. Over the past year, I've been trying to give up drinking wine. It's not something I was interested in before because I didn't think it was really bad. But I started to drink a lot of it, and after it was too much, I began to have a lot of other drinks, like a whole bottle of beer at bed time. This is when I started to live more ethically. I want to go back to the clean eating diet, and the wine has just taken over. I didn't live that way before, but I have to go back to that because my body is not the same, and when I'm on my clean eating diet, I don't want to be put through that. That's the..."," I did it for the camera. The story - that was written by one of the BBC's most well-known journalists - was actually about my father. This isn't about my dad but about how this new title is not the title for someone who wants to live ethically. It has to be a title for someone who is looking for a difference and changes their lifestyle as they go. I feel the new title should be the BBC's 'Man of the People'. In fact the word Man in the People is now the one that comes first in the title for my role. Here you can read the entire entry from 'BBC's Ethical Man' - the story was written by Nick Knowles.
You can find out more about how I became the BBC's Ethical Man at my blog at"," I'm here because I genuinely want to do it. I'm an aspiring journalist and I know that living ethically doesn't always mean living by the code of the Code of Practice for Journalists. But I also know that for many of us it means being kind to animals, supporting those less fortunate and donating to charity. But it's not just these things. I would like to see people living more ethically but it's really not something that you can easily achieve. How do you have ethics in your life? It's important to know what's right and what's wrong, and to be willing to learn. I'm an aspiring journalist and I know that living ethically doesn't always mean living by the code of the Code of Practice for Journalists. But I also know that for many of us it means being kind to animals, supporting those less fortunate and donating to charity. In this week’s weekly letter to our students, Justin is providing some key tips for living more ethically."," I was chosen as a presenter by the BBC but I never felt I could write a report and explain why I think life is cruel if I did not have to. And I did not feel I could raise the issue as the BBC would take me out of their programme and be less inclined to discuss ethics with me. But when I was presented with the opportunity, I felt I could take this on, because I feel passionate about it and it was something I am proud to be doing. Well, it has not been easy. A big part of this whole life is trying to be the best, so when people asked me why I wanted to be the BBC's Ethical Man, they thought I was being petty and selfish. But this year has been hard for me in that sense. There has been a lot of personal stuff about me going on and people have not supported it. I haven't received all the sympathy I need, and in the past I felt like I was the only one in the world who was struggling. It is a tough situation. It means I feel like I am out in a place with lots of strangers and I don't know what to say. It is something that has made me question whether I am living my life any more. I now have to face my truth and decide what I want for myself - to be selfish or not? But I think I have always felt myself as someone who believes in ethics because it has always been a huge part of my life. Now I must decide if I want to have a career with ethics as well, so I have two choices to make. I have to decide whether I want to be the good guy or the bad guy. I am a difficult guy to judge, but sometimes I feel like I am going to do what is right - even if it means breaking rules. And the other thing is to decide what do I want - do I want a big ego? A big...", It was given to me by the BBC Trust. I have just started my second year and my first task is to teach CEFR to people in my region. This is a language that most of my local friends only speak in English. It is important for me to tell my own version of what it means to be an 'ethical man' - to live in an ethical and friendly way., It's the story of a man trying to learn more about the world that is happening in our lives. The story is a good one though. It's from a man who wants to understand something that is happening in his world. It also shows that people should be able to decide how they want to live and why they want to live.," It was a generous proposal by a lovely journalist who saw a big gap in the market. In the coming weeks we will be interviewing someone who makes a difference. In this article she will tell us about a charity that supports communities to improve their life by using what is known as 'Community-Based Participation' - a process in which different people, groups and organisations work together on challenging the current system."
B1, They were all wearing pink and had gathered around the campfire. The campfire was burning very gently. By nighttime we had a hundred of us and by daytime the camp grew, People came to speak with us about prison reform. One man asked about our campaign with the other men and they helped us to run the park and make the campaign. We were very happy to work for them. Their sons spent two years in prison. There was not a bad look on their faces. Everyone who was there loved the campaign.," The camp was called, The Camp for Freedom. When the camp was completed, many of us were arrested and were deported. The camp ended.", We spent the rest of the night in our tent. The following day we went for a walk and met the leader of the church. He asked us to speak with the prisoners' leaders in the prison and we gave them the news., As we finished dancing we found a way to give away many gifts. When we left we were told that many men still lived and that we were helping to build a new community for all.," Who will the camp grow to? The text is not clear. The total words are low (82.6%), total sentences are low (83.3%), and total syllables are low (74.4%)."," We told them that as well as singing and dancing, you can learn a song as well. They were very happy. The text is in Italian."
B1," On Monday, February 14th the Hotel and Casino closed for the first time. For the last 80 years, the hotel has served the people who have come here."," The Sunningdale Hotel has a beautiful garden and a beautiful swimming pool in its yard. There was a bar called the Ritzy one, which was a bit of a tourist attraction with its fancy bar, but in the 70s and 80s it is not easy to find any tourists in the bar. The Sunningdale Hotel's management was run by an Englishman (who was also a writer). His name was Mr. Hughes, and he was in charge of the guests' requests. He liked making newcomers feel at ease. You could call him Hughes'. He also had to be nice. His smile was always there to make you feel at ease. He was always laughing and having a good time.", Sunningdale Hotel was founded by Princess Louise. It is on the road leading from the town centre and has provided excellent service for people from all over the world and people of all ages and nationalities., In the past the hotel rooms were called: Sisters  W.C.s  B.U.s   and G.Y.  After a renovation Sunningdale now offers : Sisters  W.C.s  B.U.s   and B.F.S.S.S.S., The front door to the hotel is on the left side of the entrance. The hotel is located in the centre of the town. Hotel staff are very helpful. They are very professional and friendly. Guests are always welcome to try any kind of food on offer and they do not have any restrictions.," The total words, total sentences and total syllables in the text are 1595, 2445 and 5095. Total words are 1595 Total sentences are 2445 Total syllables are 5095"," It is the largest hotel in the area with more than 200bedrooms. It has been owned by Princess Princess Charlotte for over 40years. The hotel is located in the historic centre of the beautiful town of Sunningdale, England. LIVING IN YOUR OFFICE This is the office of Princess Charlotte in her house in sunny Spain. It is very good looking and has a big open dining area and a nice garden. The room is very spacious and comfortable with large windows overlooking the garden. A table and chairs have been put out in the dining area. The room is bright and has easy access to the garden. OFFICE DELEGATIONS The Princess Charlotte has many different offices all over the world. Princess Charlotte is very happy with the international office which provides service to countries in Africa, Asia, America, Europe and Oceania. Her daughter Princess Charlotte was born in Africa in a rural village in Zambia. She has visited a lot of African countries where the people are very friendly and friendly and easy-going. She visited the United States, Africa, America, Asia, Europe and Oceania."
B1," The town attracted many people and became a thriving trading community. People from all over the US came to Iditarod to trade in gold and silver. Iditarod became a huge tourist attraction and the residents of the town could live off the gold and silver the visitors brought in. Iditarod's population grew so much that the land became overcrowded. Iditarod had so many people that it became the home of the largest population of bears in the world. But not everyone was happy about this, one bear cub had become spoiled and decided to rule the world. Iditarod became known for its bears, but now it was time for the next great race: a human race."," The town was founded by a group of French explorers, and was one of the most important tourist destinations in the area. Over time, a small group of people in the town moved east on a long road, and eventually reached the North Pole. This group of explorers named the first group of explorers the Iditarod and took their name from the trail they made. The first explorers made their way east across the landscape, and the second group of explorers followed them. Eventually they met an enormous frozen lake, which they thought was in their way. They pulled on a piece of rock and were overcome. The rock split from the top, and let go of them. This rock then split into hundreds of pieces. They were then thrown far far away. This rock then became what is now the highest peak of the Rocky Mountains, Mount McKinley. From that moment on, the region where the two groups met became known as Alaska."," There are many roads leading to Iditarod. The roads have names like The Big Wagon, The White Cannon and The Big Wheel. Iditarod is an annual event. Every year thousands of people take part in the races in Iditarod. They are a family event that is fun for everyone involved. The races are held on the last weekend in October. One of the things that makes Iditarod unique is that the races are held on a frozen lake. They are held in the North Pole. The last time Iditarod was held on a frozen lake was in 1890. This made Iditarod unique. The first race in Iditarod is run on the last Saturday of September. As soon as everyone has arrived, they head towards the ice in the big tent, called the North Pole House. It is called The North Pole, because it is on the North Pole of Earth. There are competitors on a sled team who run around the lake. It is fun to see the sleds speed across the lake. There are competitors who are sledding in two teams - sledding with a partner and sledding with just one person. As the race is won, the team with a partner gets all of the sweets, including chocolate and peanut butter, on the way to the finish line. There are lots of spectators as well. The races last between four and five hours. There are a number of races per day on the last weekend of October. It is a very busy event that is filled with lots of excitement."," There the people lived in the woods on the northern edge of the US. They were not quite the same as the people on the southern edge of the US, but they lived their life just as they did for thousands of years. In the 1880s, one man by the name of David was a man of a different sort. He was an adventurer. He wanted to be rich too. He found gold all over the American continent. He was going to do something bold, something daring, something that was going to make his name. The people in Iditarod were tired of gold as their main source of wealth. They looked to go to the new world that had been discovered. They began to gather and started preparations for the next great race. They planned to build great towns and build roads to help move goods to and from the new world. They hoped that the next time they would be richer than ever before. One by one they built houses for themselves in the towns. Their towns grew bigger and bigger. They built towns far from each other so that the goods and people would not get caught in any traffic jams. The people went to work every day and worked hard. They did what they could. All of this was happening in Iditarod."," A race was held every year in the middle of the summer that involved about 200 riders going from town to town all looking for gold. The riders were all dressed in bright red robes and a white scarf over their heads, riding donkeys. The race was held every few months until gold wasn't found. The winner of the race, who was in fact a government official who had been sent from Europe to get the treasure, was awarded the prize. Then they were thrown to the mob when they came to town. THE GOLD LURE - ALASKA In the 1850s the first lure to attract gold to a new area was introduced in Alaskan. It was a device made from flints and copper which was dropped from a helicopter and would bring the miners a piece of gold every time it was dropped. The prize for the first lure was given to the government official who dropped it into the river. As the area started to develop, miners began building large mines around the gold lure. This caused a massive influx of miners to the area. However, the towns were being forced to build more roads into the mines, forcing the people to leave the towns. Today, the mines are surrounded by the town. The last great race - The Iditarod - The Last Great Race On Earth The Iditarod is a race of the same kind of competition as a polo match, with donkeys instead of horses. The riders wear a bright red robe, a white scarf and are accompanied by a crew of about a dozen men, all dressed in bright red. The race is held every few months in mid-summer. The prize is a gold crown, and the winner is given a gold necklace, a necklace of bright red rubies, and a silver ring. The crowd of about 800 people watch the race from a large stage, and the crowd of about 300 people is divided into two teams who compete. The teams have to go from town to town, collecting rubies...", The town was founded in 1880. It became popular because of a race. The last major race took place in 1888. It was the race that started the name of the town and the history. The last large group of the tribe came from a place called Thakkududud. People came to Iditarod to compete in the Iditarod. The race was called Thakkududud.  Total number of syllables = 1460 Total number of words = 1460 Total sentences = 2650 Flesch-Kincaid grade level = Grade 2," In Iditarod, people worked hard to get a living. Each morning they drove their horses to and from the nearest town and then worked on their horses in Iditarod's famous farm. Most of them lived and worked in one small room with wooden floors and no other possessions than a large wooden bed. Each family had to own at least a horse. Eventually the horses became so fat that they could not get up from their stalls, so some of the people worked in Iditarod's mill in the nearby mountains. However, there were also very poor people who lived in the area who did not have access to horses, so they tended to work on their own. The rich people loved Iditarod because the horses did their work for them and they got a nice, warm bed on the winter nights. At one point Iditarod was the second largest industry in the US with thousands of people working there. One of the richest people there was a certain Mr. Denninger. He wanted to build a railroad from the valley to another high point in Iditarod, so he bought the land from the local landowner. In the years that followed, everyone started to build their homes on the land where Mr. Denninger had bought. Finally, Mr. Denninger built a bridge over the creek that runs through the valley so his railroad could run along the lake, which is now known as Lake Iditarod. Iditarod's life became much more crowded after Mr. Denninger built the railroad. At that time, all the animals came from Alaska and lived together in the valleys. After a while, Mr. Denninger's train..."
B1," In the time spent dealing with the shop I have learned to appreciate the value of quality and service. I am now better qualified to help my customers who are looking to buy a new vehicle, upgrade an older one, or replace a worn-out one. Many of my sales reps travel the world to bring the excellent body shop services to their customers.", It is no easy task to lead the company. Working in the hospitality industry is hard work. We work at 'Home with a Purpose' and it is a real sacrifice. However the rewards are worth it.," I learned that we are never alone in our dreams - and to persevere when things go wrong. I learned that what matters most is never your past, but your present and future. I learned that you may have the best intentions in the world, but if you're not willing to take action, you never know what happens."," We have become a place where everyone feels welcome and free to explore the body... and be themselves. Body Shop International has been growing since 1976. In that time we have expanded internationally, opened a number of branches in many locations, expanded with new products and we even became the first retail company to achieve Flesch-Kincaid Level 3. My job is to make sure Body Shop International maintains its reputation as a trusted brand. That's why I take pride in taking the time to understand our customers in order to offer them the highest quality products and services. Body Shop International stores on the Internet", I am now an independent business owner who works to protect human health. My job as a body shop owner and consultant has taught me a lot of useful skills and many practical know hows to keep and enhance my personal life., One thing that I have always maintained throughout is that I cannot tell you how many books I read or how many pages I write unless I can say how many people I help and how many families I have helped to improve their health through the gift of well being. Readers are invited to read the following excerpt from the Body Shop story. Body Shop," When I was 19 I started to work in the Body Shop I was very young, but I felt like I was making a big difference. All through my career I learnt a lot. I am now a well know for my integrity. I want the same respect I have for my company to be shown to those who work in the company. The employees are important to the company. I want to create a culture where everyone feels valued and respected."
B1," We spent that weekend playing with Drums and making great music. A few years ago we bought a pack of tambourine drums. Now that it's nearly two years old and we regularly play them with Ben, we've come to see the difference between the noise of a drum set and the sound of a tamborine set."," But it was not so easy and we didn't play our drum set. Instead, we set up an online drum kit on Band in Blue on Facebook. One day we were doing a test and there was a bug in the sound. It didn't sound right so Ben went back online and updated the sound. But it was a new sound. It was the sound we had created together!"," They sounded amazing after all! What better place to make them than our house ? They are really cool, can't they ? The boys are really happy with the new toys. The story, as you can see, is long but well told. As I wrote this story I read the story to the students in A2.", He insisted on paying for his own drums. I asked a friend for help and the drummer gave Ben five cheap drums. As a compromiseI decided to buy three sets of them. It was the last weekend before school was out.," He wanted a set of drums to go on his guitar and we bought a set. As for the noise. Well. they were very quiet. 'They sound a little like a siren' said Ben. He was very concerned about the volume. I know it's difficult to create enough volume to keep you out of trouble but that's the only reason he asked for them. There is no way I will ever buy them again. Too noisy and the volume is just too low. If you want something really loud and noisy, use these:"," ‘My dad told me that if we bought these drums we'd play a rock band, but then he'd have to write a check for it,’ says Ben .", We purchased a set and Ben set about learning the drums himself. It was only when he was practising that the volume of his music made us regret it.
B1, Tanya is a member of the Commonwealth Games diving team that has won two gold medals. Tanya can hold her breath for more than a minute.," A few months later, in September 2004, she became the first person to dive in 120 metres straight. Her two previous records are held by two world champions. Who is Tanya Streeter?", She says that if you are a successful free diver it is not the depth of the ocean but how you do it. How deep are you going to go? - Tanya Streeter Tanya Streeter is a successful free diver," She then set another world record in 2004, by diving the longest distance of 127 metres into the Pacific Ocean. On June 28, 2012 Tanya released a documentary film on her adventures to mark two years in the water. On August 4, 2012 Tanya released her latest film called The Roaring Wave on the internet. This movie contains footage of Tanya diving from a helicopter at speeds of up to 240kph. Tanya is now one of the fastest divers alive and aims to be an example to others of a lifelong learning experience, and a life of adventure. Tanya now has two more records to add to the list of world records:"," Tanya is the best known female diver of all time. Who does Tanya Streeter dive into the ocean with?
Answer: her breath and come back up to the top without help", In the years since Tanya has made new records every year and set many of the first as well as made her mark when the competition was in serious decline. She is the Flesch-Kincaid Grades 1.5. She wrote the text after grading a class.," She is now holding four world records but also a record for the longest time in history since her dive. The record is now 1141 minutes or 18.29 seconds. She is also holding a record for the longest time in history of not being able to hold her breath as well as holding her breath.
1. Tanya Streeter is holding a record for the longest time in history"
B1," Animals are also trained for competitions and shows to entertain people. The zookeepers have great difficulty keeping animals on their own and need to bring the animals in often to get fed, watered and to play. Zookeepers and visitors find it difficult to get the animals to play. A cat in one of the zookeepers workout. Zoos have come under a lot of criticism recently for how they train and treat animals. Zoos that treat animals poorly are considered to be inhumane and cruel by people. In many zoos people are forbidden from photographing animals or filming them. These laws are considered inhumane by people. In many zoos people are forbidden from photographing animals", But did you ever wonder why? Why do people keep animals in zoos? This is a great question and it might take more than a single story to answer. You might think that there are a lot of animals in zoos because we like them.," But in this story, animals learn to read humans who are very smart. Zoos are now places of education, exploration and play. These animals are taught to read people. The animals in the zoo are smart and the author wants us to learn from them"," The ancient Romans even thought that the zoos they found had a kind of purpose. The purpose of a zoo is to educate visitors about animal behavior, not show animals performing. The ancient Romans could understand this because they were used to seeing animals in their natural environment. Read the passage for the Flesch-Kincaid Grade Level", Do you remember what animals were supposed to do in the early zoos? What is the story about zoos in general? CECR level C," ZERO People do not keep animals in zoos. People do not keep animals in zoos for entertainment. Their purpose is to study animals.  NOZ For the last 20 years, scientists have been working to develop an evolutionary model to explain human evolution. The model says that man has evolved as an animal, one that resembles other animals. ZERO Many zoos contain animals that are not related to any animal in the wild. This leads to animal cruelty in zoos. Flesch-Kincaid Grade Level Score: 2"," ZOOS in the past did not have a purpose of teaching about animals (no longer happening). They were open to all ages and all backgrounds of visitors, and used the use of puppets for teaching purposes. The first animal kept in the Zoo was a bat. What did you learn from the passage? The first animals kept in the Zoo were a bat and a bird."
B1, MONEY is a store. Money is a store bought thing. Money can buy anything that is store bought. MONEY is a medium of exchange. Money is a medium of exchange to anyone and everyone. Money enables exchange, One pound can buy a meal for a family. It is worthless unless it can be put to use. Money can be a source of trouble but it also makes a difference in your life.," To get your money, you should: Ask for it from someone and hand it over. A five pound note has a single face. All money is made up of single faces. It can not be divided into many parts. You can only have money when you have a five pound note. How can you convert money into the other way? Question: You get your money from ask for something from someone. What is asking for it in different situations?", The pound can be worth almost as much as a car in the UK and a franc can be worth about half as much. A pound can buy half a kilo of food.," It can also buy a brand new machine, a car or a holiday. A pound a quarter or a dollar an hour can buy yourself a brand new bike or a room in a hotel. The difference is that you can exchange the currency for something else. MONEY What is money?"," How do you work it? with a pound weight How many syllables are there in the text? 1492 total syllables In other words, each word can be valued at 1 of 100 on this scale. There are four letters, 26 syllables, and 38 words in the text. total syllables= 38 words * 26 syllables/1492 words"," It is a long thin metal, shaped like a wheel, and it always appears on the left hand side of the coin. A bank is a bank, and there are different banks. They have money to sell, but they have no money to lend. They can borrow money for their customers, but they don't have the right to lend it. Money can be held in a bank account. A bank account is called a cash. A cashier will tell you whether it is a cash or a cheque and she will also tell you whether it is a check or a cash. They will write it on the receipt in their name. She will give you the receipt. WATCH This is the watch you are wearing. A watch does not have an accurate time and it looks just like a piece of paper. The clock always goes. It is the right hand side. There are different watches on this side. A clock is always turned in the same way so that it's the middle of the watch. There is only one time, but it always seems to be a little bit later than it is. The hour hand is at the half past twelve. A clock always goes a minute forward. A clock tower doesn't always stand upright. A clock tower stands upright. If you look through this book, you will know something about time. Time is how long it takes for a watch to go through a hour. The clock always goes one minute forward. A clock never goes back. A clock has a minute hand on the right hand side. A clock is used to tell time. There are different clocks in this book. Read the passage carefully. A clock is like a watch, but it doesn't have an accurate time. Look through the passage. Question: What type of machine is the watch? a piece of paper"
B1," This way, it has much less wood and is also more energy efficient. I’m so excited to start learning in my new school so that we can both do our very best.", Our new classroom Anna would be the first in the class! She’s got a new chair which we bought with some of the money from our fundraising. Her chair has bright blue flowers all around it and they say it will put a smile on her face., What a great new learning experience! Anna's new school It's been a very exciting week as we’ve just moved into our new school building! It's an amazing place as the builders have used wood for the whole thing just like in our old school but it’s also one of the first in my country designed to be really environmentally friendly. What a great new learning experience!," Anna, 14, Anna, 14, Anna, 14 Anna, 14 There are two different environments at the school, there’s a playground in the middle which has been turned into a small forest, and there’s another playground in the back, with small grass. Anna, 14", The wood building comes as part of a new environmental policy on campus to reduce costs and prevent pollution. The only thing that’s different about this school is that it’s named Anna’s., total syllables=56.3 total words=53.9 total sentences=60.7 Flesch-Kincaid Grade Level grade= 4/4," Anna likes our new school very much and she has brought her friend Katie, who is a very friendly girl. She likes this new school so much because she thinks it will be really cool, she can’t wait! Katie is going to get a new school book when she has finished her old school book."
B1, How high does the Grand Canyon start below the Skywalk from the surface of the ground? 5194 metres above sea level. What is the highest point on the bottom of the Skywalk? Answer not in context, How does it get there? By walking up the river. How hard was the Skywalk created? It was created with steel cables. What is one good thing about this kind of building? There are different parts of it. There is also an elevator that goes up.," The Skywalk will be built by people using wood to walk in place of glass on the bridge. On Monday, 11 April 2016, the Grand Canyon Village will open to visitors in the US. The village will have its opening in April 2016 at 1.00 a.m.", Skywalk is a kind of walkway created by the River Colorado. People visit the Grand Canyon Park to go walking and running but mainly to look at the view., People walk across the Skywalk using the steps and there are bridges of varying heights. All these features make the Skywalk one of the best attractions in the world. The Grand Canyon is also the most visited place in the world. It is situated in Arizona and is one of the ten greatest wonders of nature. It is known as The Grand Canyon., The text is a poem which starts at the beginning of the poem. How does the poem start at the beginning of the poem? A start of some sort. It is unclear to what extent the poem starts at the beginning or at the end. Does the start happen at the beginning of the poem or at the end? at the beginning of the poem," There are no stairs in the Skywalk.
This story is written in the second person. The narrator is a backpacker. The story is about the Grand Canyon in the United States."
B1, Wheat is plentiful and when it is ready to harvest some of the local women make millet bread that is a staple of the cuisine., They think the water is good for their crops. The water is collected in basins and poured into the streets to form a river. Water that pours out of the basins is called `irrigation water'. Water that comes from wells or from nearby puddles is called 'permanent water'. The river is known by its name of `Sana`. There are many kinds of plants in the desert which have very small water needs.,"  
People live in caves or among mountains or in their gardens to escape the rain. The rivers run dry except for the low tide, and the sea in the west coast is calm except for the surf."," Now that the desert and the city have settled their differences, the two will work together to maintain the city with their watering supplies. The writer explains"," The average amount of rain received each year is around 3.5mm. The weather is pretty much consistent throughout the year. On average it is warm. The city’s water pipes are designed to withstand the occasional flood but at the same time they can’t handle the frequent floods. In Marrakesh the water pipes do not have enough pipes to manage all the water, but they do have a large number of underground pipes. They work well for the purpose. But over the last twenty years the rate at which water is pumped from the ground to the pipes has increased so much that the pipes have to be expanded. It has added new pipes and made new pipes unnecessary so the amount of water in the pipes decreases. Since then, many of the pipes have burst as they were expanded too far. In Marrakesh people like watering the desert regularly in their gardens in their front yards. The water from the pipes can only be used to water gardens in their yards. They have to turn it up to a pump before using it. The people who work for the city are very worried about the water they have. So the city has implemented measures to prevent water from damaging the environment and to control water spills. The city tries to stop any water from spilling into the river in the middle of the desert. Water is pumped up from the ground and then sent to the pipes under the desert in the city. The water goes through a series of pipes before reaching the streets in the city."," Watering the Desert The city of Marrakesh, Morocco. is experiencing severe flooding every winter. Watering the Desert Some water is being saved from the flooded streets and put into containers."," A small group of people, including an old man, a woman and a boy play together in the mud to play a game, which they call: Watering the Desert."
B1," He has a reputation for being a quick learner and his first day of work was to prepare the clown stage which always gets a good laugh. Gareth Ellis 13 was born in Southport, West Sussex in 1997. His older brothers work in banking and computers but his dream was always to become a clown. He started work at a circus in Southport in March 2013 as an assistant stage coach. As a child, Gareth loved clowning and started when he was 11, playing the clown in his local children's theatre. His first day of work was to prepare the clown stage. It gets a good laugh. He also performs as a partner in the clown troupe at this circus. He loves being part of this circus but he only comes on the stage on one day a month."," 'They think it's really funny and it's a huge part of our business.' Gareth has learned how to act and sing to perform in different circuses. He has also learned how to make money from the show and sells tickets for the other performers in the show. He is a good kid who is just like the other children but is different in his talent. He's very unique,' his mother says. His family love him.", 'They think they are funny but I tell them we are clowns.' Alan says they are and have a few tricks. 'I think the show will be fine'.," The children are given the same education as other children but, at this point they are not allowed to sing or play instruments. The young boys are expected to be obedient and the rules are strict. After graduating from the Junior Academy at 11 Gareth has to get a job and live by himself. 'Once you are in the adult world you have to earn what you have, don't think like the kids and don't break the rules' said the little boy. What a difference a year makes in a boy's outlook.", 'They think we are jokes but it is not. They know that we are genuine'. As a clown Gareth is very clever. His brother and sister-in-law are impressed and look forward to working with him again.," 'People laugh like they're not serious.' Mr Kincaid Grade Level (MGL) The total number of words is 514545.



The total number of sentences is 591152.



The total number of syllables is 537810."," 'But it's hard enough to go to school. I'm afraid he won't make it at all.' 'I think you'll make it,' Gareth replies."
B1, The group of children will attend four classes a week. The class of 30 children will attend four classes a week. They will need a lot of help in the kitchen to make good food. They will have to know how to make good food themselves. They will get to learn how to make good food from the course and how to get good food from their own kitchen. They will learn to make different types of food. There are other children who have a lot of experience and help their children who are in the waiting list. Some of the children will have a big helper in the kitchen who will be in charge of their needs. The other children will have a little helper and then no one. Others have no children at all. The children will make food together as a group. The children will have many tasks to do in the kitchen., Children are divided into four different classes which range from eight to eleven. They need to get at least 12 out of 15 to pass. Their weekly lessons take place at home. The children are usually fed once a day. The weekly lesson costs £16 per child. Their favourite subject is cooking., The class is taught by Master Chef John Cheifert who started this cooking institute in 1991. Cheifert’s famous cooking classes are known for their creativity and ingenuity. On Saturdays all the parents in the UK pay to have the children in classes. John is famous for their creativity and ingenuity., The teachers know the children because their parents also attend the classes. The lesson plan of the children is designed to suit their grade levels and is often revised to suit their ability.," The curriculum is approved and the children are happy with what they receive. What is your job? A student, Teacher, parent, mentor. A teacher of EFL."," Parents pay £280 for the course. The number of syllables in the text is between 1000 to 1500. 800 to 1000 words The Flesch-Kincaid Grade Scale Flesch-Kincaid Grade Scale Flesch-Kincaid Grade Levels For a more informative assessment, the passage is scored as: Flesch-Kincaid Grade Level 1: 3.5"," In the following picture, a young chef preparing a meal with his family. The chef is wearing a apron over his clothes with his fork and his knife and the family member is wearing a dish towel which is used to absorb the spilt food and help him do it without getting messy. Children are sitting in a circle with the chef holding a bowl, measuring the ingredients to ensure the correct amount. The meal is being prepared before a group of people watching. A child in the centre of the circle has a plate with a dish on it, a child in the front has a plate with a cloth on it, and a child behind him is holding a chopstick and a knife. Children are shown different techniques and are asked about how they did it. In the middle of the picture, there are two children sitting, their names are Joe and Luke. Joe is wearing a long dress and the bottom of the dress comes down to their knees. Luke is wearing a top and the bottom of Luke's top is coming down to their knee. Luke is sitting in a chair while Joe is standing in the centre of the circle. Luke is supposed to run home to change into the white dress with the white top that Joe has already worn. They are both wearing apron in a circle in the middle of the square. The children are asked in the circle to identify who is sitting where. The photograph shows a group of 10 children, the one in the centre of the circle is Anna, the one on the right is Alex and the ones who are on the left are Simon, Martin, and Jenny. Simon is wearing a dress and the bottom of his dress reaches to the knees. The girls are also in a circle. Alex is the one in the front of the circle, Simon is at the end and Martin is the middle of the circle. Anna and Alex are supposed to change into the blue dress and the white dress that Simon and Martin wear. Their parents pay £280 each to come to the lessons. The text appears to be written in a..."
